temperature,humidity,visibility,air_pressure,wind_speed,date_time
16.5,40,10.363228744134256,1012.5,10.534407369657202,2022-03-11
15.755,37,10.139845800524935,1021.5,8.026694353514145,2022-03-12
16.61,37,12.87947138709934,1021.0,7.534132693255388,2022-03-13
15.485,37,11.305227471566054,1024.5,9.001188253514144,2022-03-14
15.240000000000002,38,10.945453551260638,1024.5,10.039301659521726,2022-03-15
16.44,39,9.999726596675416,1024.0,6.3771339378032295,2022-03-16
